Moviename,Type,weight
致青春·原来你还在这里,爱情/青春,0.30176794525395023
致我们终将到来的爱情,爱情,0.24008282951345553
致我们终将逝去的青春,爱情/青春,0.30176794525395023
智取威虎山3D,动作/战争/冒险,0.8702996807154438
中国好声音之为你转身,歌舞/纪实,0.014024848756961555
中国合伙人,爱情/励志/青春,0.3113425531225579
忠烈杨家将,动作/古装/战争,0.5648764197951578
终极大冒险,动画,0.09155176631475245
终极胜利,,0.05156649382427688
终极硬汉,动作/枪战/犯罪,0.568564733792259
终极硬汉,动作/枪战/犯罪,0.568564733792259
终结者：创世纪,科幻/动作/冒险,1.0234951099209892
钟馗伏魔：雪妖魔灵,魔幻/爱情,0.2743351840358579
重返20岁,喜剧/爱情/家庭/亲情,0.5818181746601218
重返地球,科幻/冒险/动作/亲情,1.0454640012030703
重生爱人,爱情/青春,0.30176794525395023
周恩来的四个昼夜,纪实/传记/历史,0.026745558755633038
咒丝,惊悚,0.1421112205107126
宙斯之子：赫拉克勒斯,动作/冒险,0.8306330301548484
侏罗纪公园3D,科幻/动作/冒险/惊秫,1.0270577162053751
侏罗纪世界,动作/冒险/科幻/惊悚,1.165606330431702
猪猪侠之勇闯巨人岛,动画,0.09155176631475245
猪猪侠之终极决战,动画/儿童,0.09751879068517025
追爱大布局,爱情,0.24008282951345553
追凶者也,,0.05156649382427688
追踪长尾豹马修,,0.05156649382427688
捉妖记,魔幻/喜剧,0.32081658223718845
最后的巫师猎人,动作/冒险,0.8306330301548484
最佳嫌疑人,喜剧/悬疑,0.38384051500463917
罪恶赎金,动作/犯罪/惊悚,0.7105917983127074
左耳,爱情/青春,0.30176794525395023
